0.000000	0.000000	0.168751	0.083271	0.000000	0.000000	0.000000	0.994110	0.083709
0.100000	-0.135515	-0.152862	-0.199099	-2.948339	-5.363264	-4.365361	0.986472	-0.161718
0.200000	-0.629300	-0.712662	-0.676983	-6.908584	-5.479668	-5.401430	0.781510	-0.622958
0.300000	-1.466449	-1.326579	-1.355604	-9.467472	-7.555823	-8.352801	0.186497	-0.980608
0.400000	-2.471496	-2.303732	-2.329930	-10.571117	-11.786161	-10.923138	-0.713703	-0.696569
0.500000	-3.598536	-3.562133	-3.501682	-12.104250	-12.736900	-12.344563	-0.915380	0.400606
0.600000	-4.898898	-4.808098	-4.773911	-13.799875	-12.442538	-13.060041	0.114159	0.992063
0.700000	-6.323642	-6.131906	-6.126756	-14.535018	-14.294841	-14.114351	0.991850	0.088683
0.800000	-7.794734	-7.652337	-7.604833	-14.935908	-15.782489	-15.357606	0.168691	-0.982369
0.900000	-9.326629	-9.224895	-9.164701	-15.746724	-15.530482	-15.691714	-0.980549	-0.184567
1.000000	-10.937278	-10.776897	-10.738600	-16.371908	-15.732374	-15.877569	-0.176452	0.980550
1.100000	-12.583579	-12.401592	-12.359649	-16.514417	-16.758479	-16.573924	0.988339	0.117360
1.200000	-14.243830	-14.101490	-14.041548	-16.741327	-17.058137	-16.956557	0.008227	-0.996371
1.300000	-15.938155	-15.794092	-15.736491	-17.136423	-16.821406	-16.937004	-0.989836	0.114237
1.400000	-17.662760	-17.486211	-17.437843	-17.304910	-17.124816	-17.144959	0.246337	0.964368
1.500000	-19.393959	-19.223872	-19.169049	-17.325847	-17.566353	-17.452778	0.911863	-0.399209
1.600000	-21.132837	-20.981086	-20.919117	-17.474860	-17.509478	-17.508142	-0.554622	-0.827260
1.700000	-22.889304	-22.725443	-22.668682	-17.634726	-17.432722	-17.502478	-0.714826	0.693039
1.800000	-24.654683	-24.479311	-24.424953	-17.655176	-17.670725	-17.639469	0.813898	0.572708
1.900000	-26.420286	-26.255268	-26.195446	-17.670460	-17.796529	-17.747205	0.399799	-0.911675
2.000000	-28.191465	-28.030564	-27.969874	-17.757741	-17.701124	-17.730969	-0.973671	-0.207971
2.100000	-29.970379	-29.800063	-29.742872	-17.806285	-17.724589	-17.745199	-0.007404	0.995309
2.200000	-31.750624	-31.579293	-31.521231	-17.796699	-17.853171	-17.822208	0.975219	-0.198745
2.300000	-33.530872	-33.365930	-33.305281	-17.816856	-17.854078	-17.844881	-0.400357	-0.911405
2.400000	-35.314799	-35.148354	-35.088735	-17.859032	-17.804661	-17.826325	-0.806458	0.583528
2.500000	-37.101346	-36.930432	-36.872120	-17.865271	-17.850815	-17.849340	0.740839	0.664627
2.600000	-38.887426	-38.718538	-38.658958	-17.859044	-17.899162	-17.882585	0.490242	-0.866217
2.700000	-40.674040	-40.507543	-40.447236	-17.876399	-17.873592	-17.877880	-0.951580	-0.292107
2.800000	-42.462621	-42.293850	-42.234529	-17.891801	-17.862562	-17.872160	-0.080777	0.992054
2.900000	-44.251684	-44.081709	-44.022543	-17.887664	-17.896559	-17.890047	0.986062	-0.135208
3.000000	-46.040325	-45.872191	-45.812209	-17.887697	-17.905033	-17.899377	-0.346039	-0.933256
3.100000	-47.829615	-47.661739	-47.601817	-17.898359	-17.886479	-17.892189	-0.835968	0.540272
3.200000	-49.619712	-49.450391	-49.390988	-17.901476	-17.891875	-17.893907	0.708608	0.698940
3.300000	-51.409668	-51.240512	-51.180886	-17.897848	-17.908478	-17.903548	0.528134	-0.843633
3.400000	-53.199517	-53.031300	-52.971340	-17.900429	-17.903926	-17.903613	-0.938440	-0.331714
3.500000	-54.989834	-54.821206	-54.761475	-17.905273	-17.896468	-17.899859	-0.119592	0.988120
3.600000	-56.780361	-56.611156	-56.551581	-17.904450	-17.904182	-17.903312	0.990441	-0.098329
3.700000	-58.570708	-58.401934	-58.342140	-17.903094	-17.909237	-17.906954	-0.311885	-0.945195
3.800000	-60.361120	-60.192621	-60.132766	-17.905516	-17.903859	-17.905015	-0.854473	0.510453
3.900000	-62.151773	-61.982878	-61.923188	-17.906958	-17.902944	-17.904170	0.684358	0.722714
4.000000	-63.942415	-63.773425	-63.713725	-17.905746	-17.907946	-17.906728	0.556128	-0.825454
4.100000	-65.732970	-65.564279	-65.504460	-17.905774	-17.907942	-17.907364	-0.926901	-0.362664
4.200000	-67.523620	-67.354907	-67.295124	-17.907190	-17.904971	-17.905960	-0.151792	0.983682
4.300000	-69.314356	-69.145432	-69.085720	-17.907221	-17.906254	-17.906362	0.993103	-0.066358
4.400000	-71.105039	-70.936186	-70.876427	-17.906557	-17.908366	-17.907611	-0.281406	-0.954710
4.500000	-72.895708	-72.726982	-72.667183	-17.906995	-17.907153	-17.907268	-0.870319	0.482923
4.600000	-74.686442	-74.517629	-74.457873	-17.907562	-17.906213	-17.906703	0.661132	0.744022
4.700000	-76.477189	-76.308307	-76.248566	-17.907265	-17.907511	-17.907282	0.581882	-0.807510
4.800000	-78.267900	-78.099098	-78.039321	-17.907080	-17.907956	-17.907663	-0.915016	-0.391676
4.900000	-80.058625	-79.889848	-79.830070	-17.907448	-17.907021	-17.907257	-0.182606	0.978428
5.000000	-81.849380	-81.680538	-81.620786	-17.907562	-17.907050	-17.907187	0.994696	-0.035242
5.100000	-83.640125	-83.471282	-83.411523	-17.907335	-17.907774	-17.907564	-0.251412	-0.963044
5.200000	-85.430857	-85.262060	-85.202284	-17.907369	-17.907606	-17.907563	-0.884986	0.455483
5.300000	-87.221604	-87.052795	-86.993028	-17.907562	-17.907181	-17.907339	0.637593	0.764290
5.400000	-89.012360	-88.843522	-88.783764	-17.907516	-17.907451	-17.907435	0.606771	-0.788981
5.500000	-90.803106	-90.634284	-90.574517	-17.907418	-17.907704	-17.907594	-0.902363	-0.420006
5.600000	-92.593850	-92.425044	-92.365273	-17.907498	-17.907462	-17.907503	-0.213002	0.972263
5.700000	-94.384604	-94.215782	-94.156018	-17.907561	-17.907366	-17.907432	0.995312	-0.004258
5.800000	-96.175358	-96.006528	-95.946766	-17.907499	-17.907577	-17.907529	-0.221316	-0.970403
5.900000	-97.966106	-97.797290	-97.737522	-17.907481	-17.907597	-17.907563	-0.898734	0.427715
6.000000	-99.756857	-99.588042	-99.528274	-17.907538	-17.907450	-17.907492	0.613502	0.783760
