0.000000	0.000000	0.168751	0.083271	0.000000	0.000000	0.000000	-0.042004	-0.075921	-0.070114	0.066307	0.010848	0.033608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.997774	0.014495
0.100000	0.021907	0.306251	0.216555	-0.003247	0.219578	0.120976	-0.244747	-0.648907	-0.503159	-0.108036	-0.397734	-0.097997	0.376386	2.615247	2.116269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.954406	-0.087359
0.200000	0.063474	0.608434	0.402538	0.017620	0.456604	0.251344	-0.430330	-0.969377	-0.769230	-0.181224	-0.567982	-0.163819	0.407922	3.122983	1.392090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.884241	-0.090379
0.300000	0.096740	0.895877	0.491608	0.039538	0.716483	0.330851	-0.545641	-1.163605	-0.938683	-0.156017	-0.616595	-0.177354	0.235134	2.550457	0.466807	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.819211	-0.065296
0.400000	0.107761	1.114726	0.513152	0.045450	0.927744	0.354606	-0.621832	-1.287182	-1.048709	-0.098347	-0.607642	-0.180918	-0.021546	1.842216	0.036627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.769449	-0.047435
0.500000	0.092024	1.270064	0.509107	0.028312	1.082491	0.353192	-0.681141	-1.374942	-1.125217	-0.039515	-0.580673	-0.184377	-0.291504	1.297874	-0.085786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.732748	-0.041050
0.600000	0.050288	1.380539	0.499742	-0.012722	1.193865	0.345364	-0.736637	-1.447299	-1.184608	0.010643	-0.552610	-0.187901	-0.537284	0.938768	-0.092022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.704047	-0.043714
0.700000	-0.014029	1.462282	0.491582	-0.075221	1.276354	0.337939	-0.795554	-1.516281	-1.237339	0.051058	-0.528665	-0.191164	-0.741339	0.713800	-0.070076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.678855	-0.052964
0.800000	-0.096396	1.526068	0.485634	-0.155308	1.340483	0.332237	-0.861736	-1.589567	-1.290234	0.083572	-0.509512	-0.194509	-0.898116	0.572499	-0.050239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.653825	-0.066889
0.900000	-0.192134	1.578412	0.481202	-0.248754	1.392890	0.327750	-0.937118	-1.672789	-1.347803	0.110810	-0.494391	-0.198501	-1.009525	0.480604	-0.040116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.626609	-0.083768
