0.000000	0.021161	0.004780	0.009672	0.018200	0.026907	0.027350	-0.009498	0.008662	-0.008579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999855	0.010960
0.100000	0.043672	0.193038	0.178106	0.015875	-0.152938	-0.143981	0.006917	-0.148648	0.007106	0.389987	2.997799	2.261513	-0.062307	-2.800945	-2.607984	0.222435	-2.259077	0.194100	0.992381	-0.000152
0.200000	0.083290	0.444809	0.306907	0.007545	-0.379635	-0.355471	0.034394	-0.294430	0.027028	0.329855	1.487483	0.120996	-0.082097	-1.242636	-1.233854	0.301962	-0.326120	0.179639	0.963863	-0.013807
0.300000	0.101134	0.457158	0.249128	0.003226	-0.377592	-0.376509	0.060629	-0.230798	0.039930	0.018221	-1.075063	-0.857285	0.005588	1.100248	0.655992	0.195112	1.246201	0.079883	0.965742	-0.008051
0.400000	0.090924	0.303076	0.199062	0.008371	-0.228842	-0.274919	0.070824	-0.123161	0.045473	-0.182248	-1.552054	-0.028027	0.085344	1.468117	1.100124	0.013386	0.611596	0.045125	0.983975	0.010048
0.500000	0.073256	0.216400	0.227454	0.016838	-0.145040	-0.198106	0.067099	-0.125411	0.050212	-0.137203	-0.041114	0.406232	0.066719	0.085485	0.333545	-0.060987	-0.536017	0.047204	0.989630	0.020117
0.600000	0.066496	0.276478	0.250168	0.019667	-0.196142	-0.206431	0.063150	-0.187508	0.053656	-0.001735	0.985988	-0.004858	-0.011131	-0.886077	-0.405812	-0.005526	-0.496739	0.016329	0.985236	0.015236
0.700000	0.069915	0.359476	0.234836	0.015983	-0.274744	-0.254837	0.065944	-0.203701	0.053426	0.051077	0.477186	-0.209704	-0.051021	-0.507118	-0.448038	0.051021	0.160476	-0.016164	0.979110	0.007102
0.800000	0.073821	0.359473	0.222671	0.011620	-0.284272	-0.281486	0.070616	-0.173188	0.051715	0.020094	-0.412003	-0.008279	-0.029008	0.274263	-0.061401	0.029957	0.331106	-0.012930	0.978925	0.005519
0.900000	0.074000	0.304464	0.228990	0.010571	-0.241542	-0.271108	0.070616	-0.155095	0.051067	-0.011188	-0.530958	0.087924	0.005259	0.447264	0.217697	-0.029245	-0.003751	-0.002534	0.982640	0.007934
1.000000	0.072781	0.275262	0.232809	0.011666	-0.214914	-0.249628	0.066144	-0.169728	0.050525	-0.008938	-0.016099	-0.024229	0.011282	0.042231	0.162286	-0.049738	-0.229010	-0.010572	0.984536	0.008252
1.100000	0.072407	0.294402	0.226704	0.012121	-0.229246	-0.243681	0.062513	-0.188276	0.049017	-0.000451	0.316701	-0.070312	-0.003246	-0.263733	-0.041368	-0.017392	-0.096870	-0.016966	0.983574	0.006132
1.200000	0.072119	0.321663	0.223287	0.011231	-0.253011	-0.253517	0.062743	-0.186750	0.047778	-0.007651	0.167056	0.010778	-0.012152	-0.153935	-0.123012	0.017964	0.107937	-0.005342	0.981881	0.004948
1.300000	0.070789	0.323773	0.227459	0.010155	-0.255536	-0.262665	0.064900	-0.173724	0.048021	-0.017358	-0.106105	0.055168	-0.007831	0.090289	-0.043239	0.019059	0.115105	0.008397	0.981628	0.005791
1.400000	0.069194	0.308435	0.230977	0.009731	-0.241993	-0.261839	0.065755	-0.168533	0.048862	-0.011637	-0.155268	0.005445	-0.001370	0.137476	0.048454	-0.003147	-0.016921	0.005362	0.982563	0.006632
1.500000	0.068808	0.299030	0.228650	0.009652	-0.234387	-0.256330	0.064554	-0.174937	0.048739	0.003980	-0.021643	-0.043096	-0.001333	0.002044	0.045344	-0.017704	-0.089762	-0.007888	0.983182	0.005896
1.600000	0.069681	0.302517	0.224603	0.009343	-0.240084	-0.254674	0.062877	-0.182279	0.047562	0.010837	0.070656	-0.028484	-0.004824	-0.093950	-0.013231	-0.013273	-0.042529	-0.013419	0.982932	0.004334
1.700000	0.070447	0.308847	0.223718	0.008782	-0.248315	-0.257790	0.062122	-0.182666	0.046460	0.002512	0.040190	0.008921	-0.005687	-0.051796	-0.039196	-0.002149	0.028811	-0.007357	0.982432	0.003461
1.800000	0.070048	0.309481	0.225352	0.008319	-0.249041	-0.260728	0.062209	-0.178732	0.046136	-0.009837	-0.023133	0.017576	-0.003322	0.032307	-0.014109	0.002344	0.037855	0.000178	0.982349	0.003619
1.900000	0.068789	0.306117	0.226356	0.008097	-0.244316	-0.260495	0.062339	-0.176706	0.046268	-0.013362	-0.033591	0.000844	-0.001513	0.047377	0.015110	-0.000448	0.000125	0.001285	0.982621	0.003992
2.000000	0.067713	0.304152	0.225686	0.007921	-0.241737	-0.258802	0.062098	-0.178208	0.046233	-0.007141	-0.003807	-0.011784	-0.002403	-0.000163	0.013365	-0.004036	-0.024403	-0.002288	0.982801	0.003837
2.100000	0.067398	0.304856	0.224513	0.007579	-0.243864	-0.258460	0.061629	-0.180418	0.045839	0.000276	0.012687	-0.009803	-0.004382	-0.035014	-0.006940	-0.004886	-0.015627	-0.005148	0.982723	0.003182
2.200000	0.067568	0.305706	0.223871	0.007093	-0.247087	-0.259812	0.061170	-0.181071	0.045299	0.001982	0.001242	-0.003355	-0.004997	-0.022834	-0.016827	-0.004259	0.001257	-0.005265	0.982577	0.002493
2.300000	0.067619	0.305030	0.223678	0.006637	-0.247877	-0.261208	0.060764	-0.180682	0.044828	-0.001440	-0.012793	-0.001398	-0.003959	0.005837	-0.009051	-0.003961	0.003769	-0.004118	0.982556	0.002065
2.400000	0.067270	0.303730	0.223475	0.006305	-0.246670	-0.261524	0.060369	-0.180656	0.044462	-0.005210	-0.010449	-0.002832	-0.002810	0.013531	0.001804	-0.003899	-0.003556	-0.003320	0.982636	0.001845
2.500000	0.066675	0.303229	0.223142	0.006038	-0.245908	-0.261183	0.060000	-0.181238	0.044145	-0.006180	0.000304	-0.003537	-0.002720	-0.000027	0.003204	-0.003405	-0.006736	-0.003080	0.982688	0.001639
2.600000	0.066114	0.303528	0.222813	0.005734	-0.246598	-0.261135	0.059693	-0.181776	0.043839	-0.004809	0.003747	-0.002969	-0.003409	-0.011776	-0.002705	-0.002789	-0.003464	-0.003059	0.982666	0.001343
2.700000	0.065722	0.303652	0.222527	0.005362	-0.247779	-0.261664	0.059419	-0.181964	0.043528	-0.003144	-0.002168	-0.002953	-0.003944	-0.009782	-0.007042	-0.002835	-0.001010	-0.003207	0.982624	0.000971
2.800000	0.065451	0.303103	0.222186	0.004965	-0.248358	-0.262359	0.059102	-0.182134	0.043190	-0.002453	-0.007963	-0.003956	-0.003901	-0.001967	-0.006134	-0.003558	-0.002957	-0.003572	0.982618	0.000573
2.900000	0.065199	0.302286	0.221747	0.004591	-0.248360	-0.262821	0.058711	-0.182581	0.042814	-0.002709	-0.007316	-0.004652	-0.003569	0.000649	-0.003158	-0.004170	-0.005670	-0.003918	0.982639	0.000186
3.000000	0.064897	0.301765	0.221299	0.004247	-0.248431	-0.263055	0.058293	-0.183159	0.042418	-0.003342	-0.003021	-0.004121	-0.003367	-0.002567	-0.001961	-0.004086	-0.005324	-0.003920	0.982654	-0.000176
3.100000	0.064534	0.301608	0.220942	0.003910	-0.248857	-0.263285	0.057910	-0.183575	0.042041	-0.003876	-0.000753	-0.003045	-0.003395	-0.005433	-0.002839	-0.003530	-0.002921	-0.003589	0.982648	-0.000509
3.200000	0.064134	0.301492	0.220666	0.003565	-0.249393	-0.263627	0.057581	-0.183787	0.041700	-0.004067	-0.002009	-0.002637	-0.003504	-0.004767	-0.003873	-0.003128	-0.001720	-0.003270	0.982637	-0.000826
3.300000	0.063734	0.301177	0.220382	0.003211	-0.249767	-0.264026	0.057269	-0.183996	0.041377	-0.003876	-0.004164	-0.003165	-0.003564	-0.002827	-0.003962	-0.003190	-0.002723	-0.003246	0.982634	-0.001151
3.400000	0.063365	0.300713	0.220027	0.002854	-0.250016	-0.264403	0.056934	-0.184348	0.041042	-0.003486	-0.004801	-0.003881	-0.003573	-0.002499	-0.003570	-0.003513	-0.004219	-0.003468	0.982640	-0.001499
3.500000	0.063033	0.300265	0.219624	0.002497	-0.250318	-0.264750	0.056570	-0.184798	0.040684	-0.003205	-0.004028	-0.004066	-0.003566	-0.003631	-0.003431	-0.003738	-0.004546	-0.003679	0.982643	-0.001866
3.600000	0.062714	0.299907	0.219232	0.002141	-0.250726	-0.265099	0.056195	-0.185221	0.040313	-0.003228	-0.003233	-0.003732	-0.003553	-0.004330	-0.003573	-0.003720	-0.003819	-0.003705	0.982640	-0.002231
3.700000	0.062379	0.299595	0.218879	0.001787	-0.251143	-0.265461	0.055830	-0.185564	0.039948	-0.003481	-0.003124	-0.003358	-0.003526	-0.003853	-0.003629	-0.003570	-0.003139	-0.003587	0.982636	-0.002582
3.800000	0.062018	0.299269	0.218550	0.001436	-0.251488	-0.265818	0.055480	-0.185871	0.039595	-0.003714	-0.003393	-0.003272	-0.003501	-0.003110	-0.003491	-0.003453	-0.003096	-0.003469	0.982635	-0.002918
3.900000	0.061644	0.298920	0.218216	0.001086	-0.251789	-0.266160	0.055136	-0.186196	0.039251	-0.003744	-0.003566	-0.003420	-0.003503	-0.003050	-0.003381	-0.003437	-0.003426	-0.003442	0.982636	-0.003252
4.000000	0.061275	0.298562	0.217866	0.000734	-0.252117	-0.266501	0.054790	-0.186552	0.038905	-0.003602	-0.003576	-0.003582	-0.003530	-0.003541	-0.003455	-0.003490	-0.003665	-0.003489	0.982636	-0.003596
