0.000000	0.008578	0.007724	0.006671	0.011015	0.006542	0.004797	0.005752	0.001552	0.004482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999977	0.006346
0.100000	0.033343	0.168129	0.146489	0.011491	-0.150587	-0.145757	0.009705	-0.141714	0.008080	0.437108	2.169349	1.462987	0.042772	-2.150230	-2.033203	0.098593	-1.804978	0.089757	0.993616	-0.006731
0.200000	0.077435	0.260908	0.165905	0.017391	-0.256785	-0.253749	0.020660	-0.207339	0.017466	0.339917	-0.590499	-0.803318	0.060981	0.313392	0.096241	0.086798	0.591482	0.069483	0.984743	-0.017210
0.300000	0.087360	0.132507	0.105171	0.023030	-0.142807	-0.171458	0.025253	-0.105026	0.021588	-0.147916	-1.194241	-0.019150	0.058276	1.371534	1.095562	0.022892	0.887848	0.033609	0.994525	-0.002618
0.400000	0.060607	0.123871	0.146807	0.029946	-0.075785	-0.105449	0.029788	-0.085224	0.027674	-0.279808	0.975624	0.504208	0.075980	-0.162879	0.100405	0.077551	-0.391207	0.088162	0.996268	0.016857
0.500000	0.049045	0.231670	0.162574	0.036137	-0.136378	-0.133058	0.038573	-0.127756	0.036043	0.082934	0.614236	-0.166472	0.037789	-0.698007	-0.449744	0.074834	-0.218518	0.059002	0.992286	0.017243
0.600000	0.070858	0.205759	0.141772	0.037150	-0.166984	-0.163158	0.041455	-0.120550	0.037702	0.274453	-0.905311	-0.127914	-0.010759	0.131448	-0.084884	-0.018235	0.238902	-0.020258	0.992184	0.009309
0.700000	0.088316	0.134472	0.141047	0.036150	-0.133224	-0.154390	0.037899	-0.107169	0.034988	0.028666	-0.173770	0.069133	0.001782	0.362056	0.188008	-0.029146	-0.027514	-0.015981	0.994296	0.008699
0.800000	0.078133	0.176540	0.149248	0.038579	-0.116974	-0.138033	0.038999	-0.116299	0.036690	-0.178637	0.750259	0.090771	0.044214	-0.041462	0.108025	0.052935	-0.056338	0.049424	0.993890	0.016253
0.900000	0.065392	0.222572	0.158348	0.043256	-0.128223	-0.133282	0.045795	-0.108754	0.042655	-0.029512	-0.004394	0.069367	0.038688	-0.102548	-0.000853	0.061948	0.175342	0.053745	0.992756	0.022904
1.000000	0.073360	0.186972	0.158143	0.045081	-0.130414	-0.136017	0.048513	-0.096428	0.045200	0.155336	-0.486635	-0.076482	-0.001392	0.042953	-0.046373	-0.008971	0.005250	-0.004328	0.993535	0.021498
1.100000	0.086848	0.164768	0.149474	0.044382	-0.126394	-0.140725	0.046246	-0.107598	0.043526	0.074024	0.114119	-0.047382	-0.002790	0.014766	-0.033816	-0.018976	-0.163637	-0.014845	0.993877	0.017787
1.200000	0.085962	0.194615	0.153661	0.045753	-0.126310	-0.139940	0.047032	-0.114241	0.044289	-0.072456	0.326125	0.115673	0.030045	0.010590	0.055881	0.035466	0.069849	0.031758	0.993139	0.021097
1.300000	0.078976	0.207601	0.164358	0.049291	-0.121580	-0.131474	0.051609	-0.098429	0.048514	-0.036352	-0.083638	0.057687	0.033069	0.075506	0.090000	0.043433	0.176674	0.041676	0.993040	0.027481
1.400000	0.081080	0.190884	0.163192	0.051409	-0.115968	-0.126568	0.054100	-0.091003	0.051076	0.069316	-0.153521	-0.059085	0.009199	0.013754	-0.003332	0.005925	-0.047026	0.008307	0.993591	0.028543
1.500000	0.088711	0.188166	0.158933	0.051887	-0.119194	-0.130536	0.053958	-0.101573	0.051121	0.061579	0.094029	-0.002919	0.005709	-0.057085	-0.052635	-0.000438	-0.104545	0.000176	0.993439	0.026704
1.600000	0.091232	0.200524	0.162831	0.053226	-0.121790	-0.132493	0.055060	-0.103310	0.052158	-0.008629	0.099573	0.064031	0.021302	0.023987	0.025255	0.022847	0.075561	0.021513	0.992976	0.028450
1.700000	0.089256	0.203359	0.167978	0.055696	-0.115120	-0.126616	0.057852	-0.092284	0.054864	-0.016773	-0.031368	0.027841	0.024818	0.086351	0.073392	0.028138	0.100604	0.028031	0.993081	0.032590
1.800000	0.089667	0.199821	0.168576	0.057747	-0.109536	-0.121578	0.060053	-0.088664	0.057110	0.026283	-0.014154	-0.006685	0.015758	0.011205	0.017223	0.015370	-0.027338	0.016023	0.993279	0.034610
1.900000	0.093481	0.201798	0.168477	0.059065	-0.111879	-0.122539	0.061240	-0.093235	0.058328	0.041491	0.042702	0.009802	0.012438	-0.038301	-0.023162	0.010871	-0.034768	0.010774	0.993086	0.034778
2.000000	0.096587	0.205460	0.170504	0.060513	-0.113266	-0.123471	0.062592	-0.092489	0.059653	0.017584	0.021952	0.027079	0.017044	0.020599	0.012515	0.016777	0.046504	0.016534	0.992883	0.036027
2.100000	0.097282	0.206519	0.173132	0.062407	-0.108622	-0.120255	0.064508	-0.086966	0.061567	0.000955	0.007320	0.023022	0.019957	0.057585	0.043586	0.020514	0.046693	0.020674	0.992917	0.038620
